id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Total_Score,Performance_Category
360,202,123,359,0,False,7,True,21,13,91,76,96,77,99,64,83,1110,High
361,44,177,360,1,False,2,False,32,5,91,87,88,82,95,70,87,1177,High
362,26,253,361,0,False,0,False,30,5,100,86,81,100,66,98,97,1277,High
363,203,254,362,1,False,3,False,13,6,92,79,71,65,99,91,98,1234,High
364,204,152,363,1,False,7,False,33,9,89,76,95,83,84,96,61,1149,High
365,37,103,364,1,False,3,False,15,11,93,92,92,76,49,93,75,1067,High
366,205,218,365,0,False,10,False,33,4,81,64,67,74,65,94,96,1171,High
367,176,75,366,0,False,2,False,11,12,70,73,70,67,96,86,89,1017,High
368,164,255,367,1,False,2,False,30,4,61,70,89,97,60,79,79,1194,High
369,182,256,368,1,False,7,False,2,7,62,53,78,77,59,95,80,1145,High
370,110,21,369,0,False,3,False,4,15,83,61,79,99,66,60,76,936,High
371,30,257,370,0,False,3,False,32,5,85,96,87,63,69,69,81,1217,High
372,206,258,371,1,True,7,False,0,7,83,55,87,74,73,77,61,1155,High
373,112,259,372,1,False,2,False,4,7,73,95,54,94,99,58,94,1212,High
374,75,260,373,0,True,10,True,0,7,61,65,73,78,77,97,96,1199,High
375,207,181,374,1,False,5,True,21,4,77,72,81,63,69,73,80,1102,High
376,68,120,375,1,False,2,False,29,10,77,87,65,91,71,90,90,1108,High
377,76,261,376,0,False,3,False,32,4,99,94,94,62,68,79,68,1240,High
378,190,84,377,1,False,7,False,14,4,73,69,94,78,76,63,71,1011,High
379,53,262,378,0,False,1,False,25,0,95,89,96,89,60,99,93,1287,High
380,58,263,379,0,False,7,True,4,4,94,79,92,100,93,63,98,1277,High
381,208,264,380,1,False,2,True,32,15,75,83,85,65,76,94,60,1233,High
382,209,211,381,0,False,2,False,7,4,66,83,77,91,84,74,62,1142,High
383,51,109,382,1,True,1,False,22,5,91,79,89,74,79,74,61,1068,High
384,71,265,383,0,False,5,False,3,4,81,61,75,65,90,92,80,1204,High
385,149,152,384,0,True,8,False,1,7,71,69,69,67,70,78,66,1043,High
386,210,266,385,0,False,4,True,23,10,77,94,97,77,63,98,98,1293,High
387,11,156,386,1,False,0,False,42,1,91,87,93,85,98,85,95,1220,High
388,124,220,387,0,False,1,False,30,8,83,98,100,93,100,77,76,1273,High
389,211,155,388,1,False,1,False,1,7,75,51,70,84,66,64,88,1051,High
390,49,267,389,1,True,3,True,17,5,86,96,68,71,86,94,89,1274,High
391,60,157,390,0,False,2,False,48,1,86,88,89,89,98,89,96,1233,High
392,117,268,391,0,False,4,True,24,5,85,67,60,82,77,72,72,1208,High
393,212,269,392,1,False,6,False,31,10,62,81,80,88,78,94,85,1277,High
394,104,270,393,0,True,7,False,0,7,100,65,67,61,76,58,84,1189,High
395,30,64,394,0,False,9,False,2,7,79,86,97,60,66,74,96,1034,High
396,113,125,395,1,False,1,False,24,0,99,97,68,85,86,85,73,1139,High
397,146,3,396,1,False,7,False,2,7,46,65,97,100,56,73,95,948,High
398,213,136,397,0,False,0,False,32,5,85,97,88,61,80,80,84,1145,High
399,118,122,398,1,False,2,False,4,2,85,68,89,64,79,66,66,1046,High
400,214,24,399,0,False,4,False,32,5,85,87,91,63,95,88,62,1035,High
401,93,6,400,0,False,3,False,16,15,99,86,90,100,96,77,60,1048,High
402,215,271,401,1,False,1,False,20,9,84,92,63,91,89,92,76,1290,High
403,100,75,402,0,False,4,False,28,13,85,72,87,72,68,85,78,1069,High
404,154,272,403,0,False,7,False,30,5,100,79,92,92,67,68,72,1287,High
405,216,28,404,1,False,3,False,17,9,86,61,68,91,60,86,62,976,High
406,217,153,405,1,False,5,False,25,4,79,70,71,95,79,77,68,1132,High
407,0,273,406,0,False,5,False,18,11,76,82,76,71,70,89,76,1253,High
408,110,21,407,0,True,1,False,23,5,96,63,69,67,69,92,77,991,High
409,121,204,408,0,False,4,True,23,5,100,77,75,74,80,94,74,1219,High
410,29,274,409,1,False,6,False,21,5,88,84,87,97,94,87,85,1338,High
411,46,275,410,1,False,3,False,27,5,96,76,98,89,93,85,75,1333,High
412,218,276,411,1,False,5,False,14,5,92,66,96,71,87,89,61,1274,High
413,36,277,412,0,False,2,True,37,1,87,93,99,100,97,92,90,1388,High
414,40,278,413,0,False,3,False,29,11,95,82,74,87,36,61,88,1257,High
415,186,169,414,0,True,6,False,4,7,44,76,56,71,66,54,91,1059,High
416,67,279,415,1,False,3,False,16,9,78,89,68,63,81,92,97,1291,High
417,51,83,416,1,False,4,False,30,11,95,78,93,85,48,68,75,1087,High
418,110,280,417,0,True,7,False,1,7,57,56,53,75,98,92,73,1217,High
419,219,281,418,0,False,3,True,24,5,86,99,95,94,92,90,77,1365,High
420,50,22,419,1,False,2,False,35,10,92,97,100,91,95,90,95,1149,High
421,11,282,420,1,False,1,False,14,6,69,69,84,100,69,77,87,1279,High
422,46,283,421,1,False,1,False,3,12,91,62,75,60,82,91,96,1278,High
423,220,3,422,1,False,4,False,15,11,79,79,97,78,31,99,84,1003,High
424,26,122,423,0,False,5,False,23,5,93,96,80,64,91,68,71,1141,High
425,24,153,424,0,False,6,False,19,4,90,79,90,73,76,68,95,1177,High
426,36,205,425,0,False,3,False,33,1,99,68,100,95,95,88,83,1295,High
427,221,137,426,1,False,0,False,14,9,90,69,81,92,65,89,69,1142,High
428,63,138,427,1,False,1,True,0,3,71,84,66,75,93,84,69,1113,High
429,50,284,428,1,False,1,False,34,0,98,93,67,74,81,87,76,1324,High
430,40,75,429,0,False,5,False,33,8,94,99,83,94,93,95,93,1201,High
431,212,76,430,1,False,7,False,7,15,92,89,79,76,86,61,81,1100,High
432,162,285,431,0,False,2,False,18,5,100,96,74,61,87,94,60,1313,High
433,76,159,432,0,False,9,False,4,7,48,55,86,51,54,94,61,1060,High
434,222,286,433,0,False,6,False,10,16,63,87,71,68,66,67,99,1272,High
435,10,44,434,0,True,2,False,22,5,89,83,89,91,94,93,69,1116,High
436,223,1,435,1,False,5,False,28,15,88,90,93,81,88,90,74,1089,High
437,125,287,436,0,False,2,False,2,16,98,87,67,97,62,60,79,1293,High
438,224,288,437,1,False,1,False,0,7,92,86,88,75,60,50,79,1264,High
439,93,289,438,0,False,3,False,24,1,80,60,100,99,98,75,94,1361,High
440,225,106,439,0,False,2,False,15,13,92,63,91,65,69,94,98,1147,High
441,226,290,440,1,True,2,False,1,3,82,95,68,64,97,99,60,1303,High
442,227,32,441,0,False,1,False,8,15,84,74,74,75,99,99,85,1087,High
443,228,291,442,1,False,7,False,9,6,61,70,65,67,93,81,63,1256,High
444,71,292,443,0,False,4,False,33,5,99,87,98,76,65,94,67,1363,High
445,54,293,444,1,False,3,False,32,11,83,69,90,78,39,95,82,1320,High
446,67,227,445,1,True,9,False,4,7,56,90,95,59,91,77,99,1261,High
447,110,294,446,0,False,2,False,2,7,65,64,52,56,63,82,83,1216,High
448,149,295,447,0,False,3,False,20,12,94,61,77,73,79,65,89,1315,High
449,102,296,448,1,False,1,False,21,5,90,96,73,89,93,87,96,1396,High
450,229,83,449,1,False,3,False,29,0,94,82,81,90,76,97,86,1171,High
451,230,159,450,1,False,3,False,13,4,89,87,63,83,64,85,72,1173,High
452,33,164,451,0,False,1,False,24,11,89,67,68,93,98,75,88,1229,High
453,117,152,452,0,False,7,False,30,1,88,98,87,85,96,77,96,1269,High
454,149,297,453,0,False,1,False,25,15,76,94,90,75,92,86,87,1391,High
455,231,83,454,0,False,1,False,1,12,88,78,84,96,92,99,97,1185,High
456,232,209,455,0,False,4,False,27,5,88,76,80,72,100,69,71,1256,High
457,209,86,456,0,False,0,True,4,16,54,88,82,89,72,60,69,1077,High
458,63,298,457,1,False,2,True,32,9,87,87,76,67,68,89,77,1351,High
459,94,277,458,1,False,1,False,1,3,95,73,79,81,82,69,100,1320,High
460,229,64,459,1,False,2,False,32,12,72,72,68,81,95,90,99,1147,High
461,174,299,460,1,False,1,True,4,16,95,76,70,89,88,87,62,1349,High
462,200,15,461,0,False,4,False,28,5,91,97,86,77,83,79,62,1088,High
463,188,218,462,1,False,3,True,32,0,79,81,63,79,96,96,89,1300,High
464,44,22,463,1,False,1,False,33,1,80,71,94,92,92,60,78,1088,High
465,233,34,464,0,True,2,False,4,7,86,90,88,73,50,93,71,1063,High
466,234,289,465,0,False,1,False,31,5,88,88,90,67,77,83,64,1348,High
467,235,238,466,0,False,5,False,17,13,83,95,86,80,64,66,97,1310,High
468,96,210,467,0,False,2,False,23,1,84,84,80,97,87,97,91,1323,High
469,236,300,468,1,False,0,False,29,5,85,82,81,85,72,90,71,1369,High
470,34,301,469,0,False,2,False,19,5,91,85,96,83,74,87,74,1386,High
471,194,302,470,0,True,4,True,26,9,83,71,94,60,63,93,67,1344,High
472,237,3,471,1,False,7,False,7,16,97,93,99,98,96,79,88,1155,High
473,238,218,472,1,False,6,False,4,16,63,68,92,73,66,69,87,1235,High
474,239,3,473,0,False,6,False,22,1,92,98,90,82,86,86,89,1128,High
475,108,6,474,0,True,6,True,4,7,78,78,64,94,79,92,63,1047,High
476,139,303,475,1,False,3,False,29,0,78,90,69,100,90,91,90,1419,High
477,240,304,476,0,False,8,True,21,15,89,60,93,79,72,76,85,1379,High
478,241,283,477,1,False,3,False,5,16,53,87,100,84,63,62,95,1329,High
479,154,156,478,0,False,5,False,15,4,63,84,60,85,91,83,84,1208,High
480,242,236,479,0,False,3,True,10,4,100,98,71,100,71,92,63,1328,High
481,243,44,480,1,True,7,False,2,7,79,54,81,87,67,74,85,1069,High
482,215,210,481,1,False,4,True,0,16,93,77,71,62,94,69,72,1251,High
483,4,300,482,0,False,5,True,3,3,97,88,67,72,83,87,62,1350,High
484,112,305,483,1,False,6,True,1,4,76,82,93,98,98,60,65,1373,High
485,244,277,484,1,False,3,True,26,11,84,83,80,91,88,61,61,1351,High
486,245,265,485,1,True,5,False,2,7,56,96,65,61,78,77,95,1294,High
487,166,28,486,1,False,3,False,21,4,97,89,94,91,95,70,75,1154,High
488,174,306,487,1,False,10,False,5,7,67,60,97,53,93,78,81,1345,High
489,18,98,488,1,True,10,False,5,7,97,93,64,74,94,74,76,1182,High
490,123,148,489,1,False,5,False,0,7,100,67,50,78,73,90,91,1199,High
491,5,201,490,1,False,5,True,10,6,83,61,76,75,62,79,94,1244,High
492,34,3,491,0,False,5,False,2,3,85,63,83,83,69,94,80,1061,High
493,144,307,492,1,False,5,True,24,9,100,96,97,64,76,77,61,1410,High
494,60,308,493,0,False,4,False,46,1,92,98,99,86,100,86,87,1500,High
495,110,23,494,0,False,3,False,31,10,88,98,65,68,99,94,79,1152,High
496,83,309,495,0,False,1,False,33,0,95,82,62,76,64,91,79,1387,High
497,78,238,496,1,False,5,False,26,15,76,81,84,80,80,84,70,1336,High
498,80,310,497,0,False,2,False,19,11,79,93,72,97,69,78,87,1414,High
499,109,129,498,0,False,3,False,25,5,93,70,84,68,71,85,70,1201,High
500,246,311,499,1,False,3,False,24,11,79,96,78,90,94,76,88,1450,High
501,247,43,500,0,False,1,False,21,15,98,99,72,100,94,77,84,1204,High
502,229,233,501,1,True,8,True,0,7,93,99,81,67,87,76,60,1315,High
503,124,36,502,0,False,4,False,30,9,91,79,78,95,86,89,100,1199,High
504,248,171,503,1,False,4,False,32,5,86,99,77,61,72,92,70,1273,High
505,249,312,504,1,False,8,False,15,4,81,80,85,93,68,75,90,1416,High
506,211,157,505,1,False,6,False,15,2,97,94,94,83,91,65,96,1306,High
507,250,127,506,1,False,3,True,4,14,90,95,89,93,92,99,88,1302,High
508,58,76,507,0,False,1,True,27,5,90,91,62,82,76,70,64,1152,High
509,0,313,508,0,False,5,False,33,13,82,92,95,61,84,81,82,1449,High
510,251,36,509,0,False,7,False,25,5,91,94,89,74,60,77,77,1144,High
511,46,314,510,1,False,0,False,29,0,70,94,67,74,84,95,65,1403,High
512,197,315,511,1,False,2,False,13,4,60,75,70,96,63,82,80,1372,High
513,37,191,512,1,False,3,False,49,1,85,96,99,94,95,92,95,1413,High
514,124,316,513,0,False,6,False,34,0,82,85,72,69,63,99,68,1407,High
515,93,317,514,0,True,4,False,28,13,83,79,92,69,85,71,95,1451,High
516,159,32,515,1,False,2,False,44,1,96,88,100,95,85,94,93,1246,High
517,252,125,516,1,False,1,False,14,5,85,87,78,72,91,88,93,1256,High
518,85,318,517,1,False,4,False,1,16,95,61,84,98,63,66,80,1404,High
519,253,319,518,0,False,6,False,22,5,97,92,87,61,75,62,94,1438,High
520,254,320,519,1,False,2,False,11,6,95,69,91,97,89,84,66,1450,High
521,29,24,520,1,False,3,False,2,4,69,98,77,63,88,64,60,1073,High
522,130,321,521,1,False,9,False,3,7,84,55,65,62,56,91,81,1356,High
523,18,322,522,1,False,5,False,28,9,92,100,100,98,83,75,72,1507,High
524,75,323,523,0,True,2,False,0,7,87,95,78,82,53,59,66,1376,High
525,34,324,524,0,False,5,False,22,9,97,87,90,70,96,75,93,1492,High
526,85,28,525,1,True,8,False,3,7,92,96,77,95,63,57,90,1143,High
527,74,325,526,0,False,2,False,25,4,72,91,68,79,98,71,89,1450,High
528,216,326,527,1,False,3,True,1,7,50,55,96,72,55,50,64,1308,High
529,201,88,528,1,False,7,False,37,1,97,96,93,94,91,96,87,1316,High
530,255,3,529,1,False,3,True,28,5,89,77,69,72,63,84,99,1123,High
531,139,327,530,1,False,3,False,30,8,77,76,90,95,94,99,94,1524,High
532,231,13,531,0,False,1,False,19,15,91,89,66,69,100,88,79,1161,High
533,256,87,532,0,True,7,False,2,7,64,92,70,81,85,55,76,1159,High
534,31,134,533,1,True,4,False,26,4,71,87,63,73,89,77,66,1229,High
535,80,3,534,0,False,10,True,0,7,56,79,74,66,92,57,61,1040,High
536,257,99,535,0,False,4,False,5,14,87,70,98,64,65,78,83,1202,High
537,54,214,536,1,False,0,False,17,5,99,69,85,91,77,88,75,1357,High
538,36,52,537,0,False,2,False,26,0,98,88,76,72,92,81,89,1213,High
539,109,43,538,0,False,2,False,32,4,87,83,74,61,81,72,98,1175,High
540,39,328,539,1,False,6,True,16,5,88,96,90,92,68,97,73,1500,High
541,54,179,540,1,True,8,False,2,7,71,52,53,64,89,76,70,1213,High
542,192,329,541,0,False,2,False,35,13,96,90,91,95,99,95,99,1585,High
543,258,24,542,1,False,0,False,17,11,81,95,99,65,56,79,98,1168,High
544,138,330,543,1,False,9,False,3,7,94,92,63,84,79,66,96,1467,High
545,139,219,544,1,True,3,False,47,1,94,87,98,90,92,88,100,1465,High
546,93,162,545,0,False,0,False,29,0,98,87,75,63,85,88,75,1307,High
547,159,138,546,1,False,10,False,5,7,100,58,54,97,58,51,80,1205,High
548,36,137,547,0,False,3,True,12,12,66,89,65,99,84,84,86,1285,High
549,58,331,548,0,False,2,False,35,1,94,99,97,94,85,97,97,1580,High
550,259,156,549,1,True,0,False,3,14,83,90,93,89,64,63,82,1288,High
551,260,44,550,0,True,8,False,2,7,92,54,50,88,90,91,95,1172,High
552,0,332,551,0,False,10,False,35,5,93,100,90,94,97,98,98,1603,High
553,261,333,552,0,True,1,False,7,2,69,92,84,98,98,83,87,1507,High
554,190,43,553,1,False,4,False,15,5,94,71,63,73,66,90,91,1169,High
555,68,3,554,1,False,1,False,3,15,100,92,95,90,67,81,66,1168,High
556,262,334,555,0,False,2,False,35,4,96,92,98,100,94,93,86,1589,High
557,70,335,556,0,False,3,True,28,0,76,87,99,69,89,93,85,1521,High
558,113,336,557,1,False,9,False,4,7,77,62,94,65,77,77,95,1461,High
559,262,120,558,0,False,1,True,4,3,84,67,79,60,69,80,98,1224,High
560,263,337,559,0,False,3,True,16,5,95,61,68,75,64,76,66,1426,High
561,36,338,560,0,False,1,False,26,11,90,64,94,84,66,61,72,1467,High
562,264,24,561,0,False,3,False,30,4,96,89,73,75,99,89,71,1214,High
563,50,194,562,1,True,6,False,2,7,80,81,92,73,71,71,84,1325,High
564,87,339,563,1,False,2,False,34,5,87,83,75,73,92,91,71,1516,High
565,124,340,564,0,False,10,False,0,7,94,75,91,64,67,93,65,1470,High
566,107,83,565,1,False,10,True,3,3,87,82,88,100,73,96,75,1267,High
567,154,3,566,0,False,2,False,30,5,95,97,88,77,96,96,74,1229,High
568,127,40,567,0,True,3,True,15,13,85,96,82,64,82,94,81,1224,High
569,191,341,568,0,False,8,True,1,7,67,65,77,72,94,88,77,1466,High
570,196,342,569,0,False,3,True,6,2,84,100,92,82,85,70,69,1505,High
571,12,343,570,1,False,7,True,1,14,83,88,90,100,71,98,96,1563,High
572,34,344,571,0,True,9,True,5,7,67,78,68,51,77,72,78,1429,High
573,265,345,572,0,False,1,False,30,9,75,92,72,88,92,77,84,1537,High
574,96,346,573,0,False,3,True,8,2,67,76,70,73,81,85,80,1465,High
575,177,347,574,0,True,9,False,5,7,67,54,51,72,75,60,88,1410,High
576,266,155,575,1,False,1,False,5,3,72,91,78,97,86,93,77,1334,High
577,149,348,576,0,False,4,False,4,2,78,98,76,68,86,91,82,1513,High
578,87,87,577,1,False,1,False,47,1,85,87,92,96,92,90,88,1344,High
579,2,349,578,1,False,3,True,16,15,100,70,69,61,100,65,81,1509,High
580,36,254,579,0,True,5,False,3,7,56,59,89,68,79,83,68,1351,High
581,139,350,580,1,False,5,True,32,8,93,75,83,99,100,91,74,1592,High
582,102,351,581,1,False,2,False,31,9,89,91,85,69,76,92,94,1571,High
583,267,352,582,0,False,3,False,6,16,59,88,74,92,72,97,64,1505,High
584,48,353,583,1,False,3,False,16,4,99,70,74,65,99,74,62,1503,High
585,202,354,584,0,False,6,False,34,0,89,89,85,74,78,87,82,1562,High
586,47,127,585,0,False,3,False,26,5,86,63,78,78,80,67,97,1295,High
587,111,289,586,1,False,6,False,21,9,79,65,91,65,61,88,95,1456,High
588,268,34,587,0,False,3,False,46,1,96,89,91,90,90,91,99,1317,High
589,269,81,588,1,False,6,False,48,1,95,90,85,90,96,89,96,1366,High
590,58,150,589,0,True,1,False,46,1,96,85,90,95,100,96,88,1438,High
591,255,355,590,1,True,3,False,28,4,95,80,64,97,85,94,60,1557,High
592,40,83,591,0,True,4,False,2,4,80,62,84,95,71,85,87,1249,High
593,75,356,592,0,True,0,False,32,15,86,70,73,85,67,91,98,1566,High
594,58,93,593,0,True,10,False,5,7,42,95,99,61,62,77,99,1244,High
595,97,357,594,1,False,4,False,31,0,80,93,93,94,81,81,78,1587,High
596,30,226,595,0,False,4,True,1,3,79,97,100,94,65,62,76,1403,High
597,78,15,596,1,True,9,True,4,7,43,63,91,67,74,71,88,1131,High
598,125,83,597,0,False,2,True,8,16,58,84,95,66,99,91,70,1270,High
599,175,134,598,1,False,3,True,23,11,86,73,83,93,46,91,70,1313,High
600,48,358,599,1,False,1,False,23,1,96,91,97,84,89,82,75,1597,High
601,202,114,600,0,False,1,False,28,0,91,88,98,89,75,91,92,1367,High
602,54,359,601,1,False,1,False,7,4,85,62,77,62,80,88,83,1510,High
603,229,360,602,1,False,0,False,5,3,87,91,93,92,97,95,99,1625,High
604,144,153,603,1,False,2,False,4,4,60,91,85,67,98,61,64,1293,High
605,50,361,604,1,False,2,False,26,4,76,85,67,60,100,63,64,1513,High
606,5,362,605,1,False,4,True,33,0,84,89,74,79,86,93,95,1606,High
607,55,363,606,1,False,4,True,34,0,87,94,74,84,77,82,85,1592,High
608,146,323,607,1,True,4,False,16,11,82,79,64,75,93,82,60,1498,High
609,36,238,608,0,False,4,False,3,7,64,61,73,70,87,75,100,1390,High
610,75,6,609,0,False,3,False,25,0,77,80,88,84,84,92,82,1230,High
611,113,303,610,1,False,0,False,4,15,86,82,90,69,66,93,94,1513,High
612,167,364,611,0,False,0,False,4,16,81,84,76,88,84,89,87,1584,High
613,51,365,612,1,False,3,False,21,5,91,90,92,78,67,86,71,1582,High
614,42,23,613,1,False,7,False,4,7,72,99,61,67,95,98,89,1236,High
615,270,37,614,1,False,3,False,24,10,80,70,80,96,72,99,65,1251,High
616,89,84,615,0,False,2,False,16,4,90,89,98,70,79,60,92,1299,High
617,89,46,616,0,False,10,False,2,7,72,51,52,98,50,90,63,1157,High
618,271,366,617,0,False,3,False,35,5,93,85,89,93,90,91,88,1655,High
619,41,254,618,0,False,2,False,24,1,95,85,90,94,91,84,85,1523,High
620,33,367,619,0,False,2,True,46,1,86,93,89,90,100,86,93,1673,High
621,180,368,620,1,False,6,False,1,7,89,55,89,67,55,64,70,1492,High
622,40,369,621,0,False,5,False,26,4,90,75,67,85,64,95,96,1597,High
623,75,370,622,0,False,1,False,5,4,79,95,81,67,66,71,66,1527,High
624,272,371,623,1,True,5,False,17,6,86,88,98,66,62,95,90,1609,High
625,128,372,624,0,False,3,False,4,3,83,78,68,72,77,89,70,1543,High
626,20,24,625,0,False,6,False,27,0,85,92,62,95,65,89,95,1265,High
627,109,200,626,0,False,3,False,0,3,66,78,86,87,64,65,64,1342,High
628,273,3,627,0,False,6,True,16,11,93,80,60,62,43,68,67,1137,High
629,22,373,628,0,False,6,True,14,4,65,89,79,95,71,61,62,1548,High
630,206,374,629,1,True,2,False,5,16,52,66,98,83,92,82,91,1592,High
631,254,375,630,1,False,3,True,31,9,90,80,84,70,65,89,64,1592,High
632,42,6,631,1,False,2,True,4,3,83,89,99,100,73,86,88,1266,High
633,274,376,632,0,False,1,False,5,3,62,89,72,68,85,80,75,1548,High
634,32,377,633,1,False,1,False,11,10,98,72,99,84,60,95,93,1634,High
635,154,100,634,0,False,8,True,12,4,76,75,74,67,76,82,79,1288,High
636,178,378,635,1,False,0,False,5,14,97,62,98,70,67,71,70,1568,High
637,254,379,636,1,True,6,False,1,7,63,60,95,99,87,58,66,1559,High
638,261,380,637,0,False,5,False,2,3,98,99,64,88,72,87,99,1634,High
639,244,4,638,1,True,10,False,1,7,78,84,84,61,88,67,92,1216,High
640,275,381,639,1,False,2,True,30,15,85,77,89,77,84,71,71,1623,High
641,276,382,640,0,False,6,False,0,7,59,100,84,93,70,56,74,1571,High
642,277,383,641,1,False,2,True,6,4,99,77,88,60,93,61,96,1612,High
643,267,384,642,0,False,6,True,24,11,76,62,86,80,47,85,71,1575,High
644,11,227,643,1,False,7,False,26,0,80,90,85,89,85,80,68,1481,High
645,33,24,644,0,False,7,False,0,7,82,74,92,50,77,98,100,1255,High
646,278,385,645,0,False,1,False,18,5,89,64,72,61,75,68,83,1566,High
647,34,386,646,0,False,4,False,20,5,89,79,75,80,97,94,68,1643,High
648,140,387,647,1,False,0,False,23,5,86,89,94,95,60,90,90,1667,High
649,60,388,648,0,True,4,False,4,7,65,76,92,86,93,61,97,1622,High
650,68,312,649,1,False,4,False,30,9,77,95,77,84,60,90,89,1577,High
651,37,389,650,1,False,4,False,34,9,88,85,68,62,64,99,66,1619,High
652,129,88,651,1,False,1,False,26,11,98,77,94,87,44,85,61,1324,High
653,279,105,652,0,False,5,False,27,0,84,86,90,80,72,99,85,1385,High
654,13,354,653,1,False,1,True,18,5,91,85,66,83,70,71,80,1579,High
655,12,390,654,1,False,4,False,39,1,97,95,94,90,86,85,95,1731,High
656,203,16,655,1,False,7,True,29,9,77,88,63,87,71,93,84,1281,High
657,280,84,656,0,False,0,True,27,1,100,84,93,96,97,70,95,1404,High
658,36,391,657,0,True,3,True,17,5,93,70,62,99,63,83,60,1605,High
659,3,21,658,1,True,5,True,31,9,93,99,79,78,64,87,76,1303,High
660,32,147,659,1,True,4,False,13,9,94,89,74,75,73,78,61,1378,High
661,42,167,660,1,False,4,True,12,9,88,86,79,93,68,92,99,1459,High
662,200,238,661,0,True,10,False,0,7,93,95,94,70,83,86,94,1532,High
663,281,152,662,0,False,2,True,21,13,83,75,84,68,95,80,88,1424,High
664,39,392,663,1,True,3,False,28,0,96,93,100,96,97,81,72,1723,High
665,99,190,664,1,True,8,False,35,11,87,88,93,88,96,85,94,1541,High
666,195,393,665,0,False,9,True,24,0,95,82,84,69,63,85,69,1639,High
667,88,106,666,0,False,1,False,28,11,87,87,86,84,66,83,81,1386,High
668,124,394,667,0,False,9,False,0,7,43,95,64,95,66,67,74,1581,High
669,282,127,668,1,True,6,False,0,7,40,100,88,79,71,86,89,1363,High
670,283,395,669,0,False,2,False,3,16,64,70,98,82,100,72,78,1649,High
671,39,396,670,1,False,3,False,16,4,72,79,95,68,75,70,88,1637,High
672,284,71,671,1,False,2,False,26,0,77,96,86,84,90,85,91,1380,High
673,54,36,672,1,True,10,True,4,7,40,86,53,63,50,87,77,1188,High
674,285,291,673,0,False,2,False,24,13,100,89,90,96,72,90,86,1626,High
675,286,168,674,0,False,5,True,22,5,89,93,95,88,72,76,71,1459,High
676,287,70,675,1,True,2,False,14,5,97,74,76,72,62,69,90,1308,High
677,80,218,676,0,False,2,False,21,4,100,77,74,61,81,96,96,1506,High
678,75,397,677,0,False,4,False,29,0,81,88,85,89,81,91,98,1720,High
679,50,24,678,1,False,6,False,3,7,100,91,53,78,55,91,74,1261,High
680,26,248,679,0,False,2,False,4,12,80,65,96,73,84,92,73,1508,High
681,288,32,680,0,False,5,False,19,11,79,88,83,84,78,72,79,1310,High
682,289,398,681,0,False,3,False,33,5,96,64,100,87,88,60,62,1677,High
683,290,323,682,1,False,1,False,24,11,95,81,91,62,36,79,69,1555,High
684,280,95,683,0,False,4,False,29,4,86,68,65,64,95,82,87,1362,High
685,41,3,684,0,False,1,True,27,0,86,97,72,90,95,99,76,1331,High
686,291,69,685,1,False,2,False,20,4,87,68,66,83,92,81,80,1338,High
687,134,36,686,1,False,0,False,35,11,94,87,100,90,86,86,90,1402,High
688,3,162,687,1,False,0,False,29,1,88,71,87,85,100,78,78,1467,High
689,292,109,688,0,False,2,True,0,3,88,69,76,64,90,78,80,1348,High
690,88,218,689,0,False,3,False,10,4,76,61,68,88,86,87,66,1456,High
691,34,399,690,0,False,1,True,29,13,84,66,99,80,71,88,89,1710,High
692,127,400,691,0,False,0,True,17,5,96,77,91,85,69,91,91,1714,High
693,293,401,692,0,True,10,False,1,7,57,75,64,85,53,95,81,1622,High
694,32,52,693,1,False,1,False,14,6,93,79,82,67,64,90,65,1307,High
695,235,97,694,0,False,1,False,24,4,88,84,61,61,79,62,99,1354,High
696,294,312,695,0,False,2,False,35,13,89,99,86,97,98,97,93,1716,High
697,34,202,696,0,False,3,False,19,13,80,88,94,94,100,99,99,1587,High
698,231,402,697,0,False,6,False,23,9,94,92,61,87,61,94,69,1695,High
699,71,403,698,0,False,9,False,14,13,99,74,98,69,69,64,96,1706,High
700,72,239,699,0,False,2,False,21,9,81,72,87,62,69,93,72,1506,High
701,257,88,700,0,False,6,False,18,4,91,61,95,82,77,87,95,1404,High
702,175,404,701,1,False,2,True,16,10,71,100,99,95,91,96,96,1783,High
703,66,274,702,1,False,4,False,2,4,61,66,78,79,79,96,81,1527,High
704,74,204,703,0,False,5,True,16,4,87,89,60,66,79,81,65,1460,High
705,217,88,704,1,False,0,False,29,5,93,69,79,78,77,73,77,1373,High
706,235,43,705,0,False,5,False,35,11,92,88,87,98,96,85,96,1441,High
707,4,285,706,0,False,2,False,11,9,96,87,99,65,98,79,93,1630,High
708,295,359,707,0,False,3,False,4,3,83,75,77,61,93,61,75,1601,High
709,254,129,708,1,False,0,False,15,6,78,84,79,96,76,71,71,1414,High
710,71,405,709,0,True,10,False,25,9,82,74,84,74,86,81,100,1740,High
711,296,356,710,1,False,1,False,31,11,94,91,68,61,34,60,63,1581,High
712,229,406,711,1,False,7,False,30,1,93,73,97,89,88,63,70,1729,High
713,238,98,712,1,False,3,False,17,6,80,95,98,95,96,97,85,1483,High
714,297,83,713,1,False,10,False,0,7,55,99,71,94,69,87,84,1373,High
715,244,407,714,1,True,2,False,10,2,94,71,83,76,99,95,94,1749,High
